modality;activity
ctrl;0,0632811264040501
ctrl;0,0631265308183722
ctrl;-0,362724370932305
ctrl;0,139737503100426
ctrl;0,0865654716303309
ctrl;-0,180768083587162
ctrl;0,0967782519912124
10µg/L;0,126253061636745
10µg/L;0,209754796642725
10µg/L;0,316298047650301
10µg/L;0,3169
10µg/L;0,000154318606194349
10µg/L;0,390329203650359
100µg/L;0,0313970756763715
100µg/L;0,103497169352418
100µg/L;0,187051244024381
100µg/L;0,355050594709746
100µg/L;0,02765
